 db  | insee |                 name                  | idvoie  |    cea     | l5_insee | delta 
 RAN | 33236 | AVENUE DE LESCOURRE                   | 2976931 | 33236222TM | 33236    | !
 RAN | 33236 | AVENUE DE LESCOURRE                   | 4323964 | 3323622R3S | 33236    | !
 BAN | 33236 | AVENUE DES GENETS                     |  598923 | 3323622RXM | 33236    | !
 RAN | 33236 | AVENUE DES GENETS                     |  598923 | 3323622RXM | 33236    | !
 RAN | 33236 | AVENUE DES GENETS                     | 4323963 | 3323622R3R | 33236    | !
 BAN | 33236 | IMPASSE DES PECHEURS                  |  598950 | 33236222MA | 33236    | !
 RAN | 33236 | IMPASSE DES PECHEURS                  |  598847 | 33236222GN | 33236    | !
 BAN | 33238 | CHEMIN DE LA BAYCHE                   |  599063 | 3323822246 | 33238    | !
 RAN | 33238 | CHEMIN DE LA BAYCHE                   | 4385528 | 3323822BS3 | 33238    | !
 BAN | 33240 | RUE LABORIE 1                         | 3110347 | 332402226L | 33240    | !
 RAN | 33240 | RUE LABORIE 1                         | 4419834 | 33240229YP | 33240    | !
 BAN | 33248 | RUE MAXIME HOSTEIN                    | 4381441 | 33248226AI | 33248    | !
 RAN | 33248 | RUE MAXIME HOSTEIN                    | 2409896 | 332482223Z | 33248    | !
 BAN | 33281 | RUE CONCORDE                          |  601938 | 33281222ZR | 33281    | !
 RAN | 33281 | RUE CONCORDE                          | 4148241 | 33281236I2 | 33281    | !
 BAN | 33293 | CHEMIN DE LA METAIRIE                 | 4307281 | 332932243L | 33293    | !
 RAN | 33293 | CHEMIN DE LA METAIRIE                 |  602645 | 332932222M | 33293    | !
 BAN | 33309 | ROUTE DES QUEYRONS                    | 4268752 | 33309222LA | 33309    | !
 RAN | 33309 | ROUTE DES QUEYRONS                    | 3438431 | 3330922236 | 33309    | !
 BAN | 33318 | RUE DU HAUT BRION                     |  603953 | 333182226I | 33318    | !
 BAN | 33318 | RUE DU HAUT BRION                     |  603954 | 333182226L | 33318    | !
 RAN | 33318 | RUE DU HAUT BRION                     |  603954 | 333182226L | 33318    | !
 BAN | 33324 | AVENUE DE LA GARE                     |  604902 | 3332422229 | 33324    | !
 RAN | 33324 | AVENUE DE LA GARE                     | 4438100 | 333242292M | 33324    | !
 BAN | 33324 | RUE DE LA GARE                        | 4438100 | 333242292M | 33324    | !
 RAN | 33324 | RUE DE LA GARE                        |  604902 | 3332422229 | 33324    | !
 BAN | 33326 | CHEZ LA HAIE NORD                     | 4296555 | 333262229S | 33326    | !
 RAN | 33326 | CHEZ LA HAIE NORD                     | 4270729 | 333262229G | 33326    | !
 BAN | 33333 | CHEMIN DUCAMIN                        | 1907757 | 333332223C | 33333    | !
 RAN | 33333 | CHEMIN DUCAMIN                        | 4384588 | 33333224EU | 33333    | !
 BAN | 33350 | IMPASSE DU COLLEGE                    | 2409293 | 333502224C | 33350    | !
 RAN | 33350 | IMPASSE DU COLLEGE                    | 4175134 | 33350222ZM | 33350    | !
 BAN | 33363 | CHEMIN DE JEAN D ARNAUD A LABORY      | 4497766 | 33363226BU | 33363    | !
 RAN | 33363 | CHEMIN DE JEAN D ARNAUD A LABORY      | 4390064 | 33363224VB | 33363    | !
 BAN | 33379 | PETIT BASTOR                          |  607545 | 333792222E | 33379    | !
 RAN | 33379 | PETIT BASTOR                          |  607567 | 333792223A | 33379    | !
 BAN | 33384 | BADETTE SUD                           |  607751 | 3338422223 | 33384    | !
 RAN | 33384 | BADETTE SUD                           | 3315544 | 3338422249 | 33384    | !
 BAN | 33395 | ROUTE DE BRAME HAME                   | 1912007 | 333952226B | 33395    | !
 RAN | 33395 | ROUTE DE BRAME HAME                   | 1911026 | 333952224L | 33395    | !
 BAN | 33402 | RUE PORTE TOURNY                      |  608907 | 334022222M | 33402    | !
 RAN | 33402 | RUE PORTE TOURNY                      |  608929 | 334022223H | 33402    | !
 BAN | 33412 | BRION                                 | 4393324 | 334122239S | 33412    | !
 RAN | 33412 | BRION                                 | 3436481 | 3341222233 | 33412    | !
 BAN | 33423 | CHEMIN DE L OEIL NEGRE                |  609522 | 334232222C | 33423    | !
 RAN | 33423 | CHEMIN DE L OEIL NEGRE                | 4384737 | 33423222YA | 33423    | !
 BAN | 33434 | RUE DES PRES DE JOURDANNE             |  609974 | 334342222R | 33434    | !
 RAN | 33434 | RUE DES PRES DE JOURDANNE             | 4381853 | 33434223GG | 33434    | !
 BAN | 33463 | LA MAGDELAINE                         | 4165091 | 334632236B | 33463    | !
 RAN | 33463 | LA MAGDELAINE                         |  611206 | 334632222E | 33463    | !
 BAN | 33485 | CHATEAU DE LAVAGNAC                   |  612342 | 334852223E | 33485    | !
 RAN | 33485 | CHATEAU DE LAVAGNAC                   |  612331 | 334852222Y | 33485    | !
 BAN | 33509 | PORT SUD                              |  613370 | 335092222B | 33509    | !
 RAN | 33509 | PORT SUD                              | 3382499 | 335092222N | 33509    | !
 BAN | 33514 | BOULEVARD DE L AMELIE                 | 2407500 | 33514222AC | 33514    | !
 RAN | 33514 | BOULEVARD DE L AMELIE                 | 1906693 | 335142222N | 33514    | !
 BAN | 33522 | PASSAGE CLEMENT THOMAS                |  613854 | 335222229E | 33522    | !
 RAN | 33522 | PASSAGE CLEMENT THOMAS                |  613801 | 335222226G | 33522    | !
 BAN | 33529 | AIRIAL DE LA GARLUCHE                 | 4118084 | 3352922XL3 | 33529    | !
 RAN | 33529 | AIRIAL DE LA GARLUCHE                 | 4118084 | 3352922XL3 | 33940    | !
 BAN | 33529 | ALLEE DES PLATANES DE CASTERA         | 3421367 | 335292234T | 33529    | !
 RAN | 33529 | ALLEE DES PLATANES DE CASTERA         | 3421367 | 335292234T | 33940    | !
 BAN | 33529 | AVENUE DE VERDUN                      |  616486 | 3352922V66 | 33529    | !
 RAN | 33529 | AVENUE DE VERDUN                      |  616486 | 3352922V66 | 33940    | !
 RAN | 33529 | AVENUE DE VERDUN                      |  614511 | 3352922247 | 33529    | !
 BAN | 33529 | AVENUE DU VIEUX PILAT                 | 3764479 | 3352922369 | 33529    | !
 RAN | 33529 | AVENUE DU VIEUX PILAT                 | 3764479 | 3352922369 | 33937    | !
 BAN | 33529 | AVENUE PASTEUR                        |  616445 | 33529222TI | 33529    | !
 RAN | 33529 | AVENUE PASTEUR                        |  616445 | 33529222TI | 33937    | !
 RAN | 33529 | AVENUE PASTEUR                        |  614526 | 335292224T | 33529    | !
 BAN | 33529 | BOULEVARD DE LA COTE D ARGENT         |  616453 | 33529222TU | 33529    | !
 RAN | 33529 | BOULEVARD DE LA COTE D ARGENT         |  616453 | 33529222TU | 33937    | !
 BAN | 33529 | IMPASSE DES FRERES CAUDRON            | 2960945 | 335292234B | 33529    | !
 RAN | 33529 | IMPASSE DES FRERES CAUDRON            | 2960945 | 335292234B | 33940    | !
 BAN | 33529 | RUE DE LA CLEF DE CAZAUX              |  616514 | 33529222X3 | 33529    | !
 RAN | 33529 | RUE DE LA CLEF DE CAZAUX              |  616514 | 33529222X3 | 33940    | !
 BAN | 33529 | RUE GUYNEMER                          |  616526 | 3352922V69 | 33529    | !
 RAN | 33529 | RUE GUYNEMER                          |  614760 | 33529222I2 | 33529    | !
 RAN | 33529 | RUE GUYNEMER                          |  616526 | 3352922V69 | 33940    | !
 BAN | 33529 | SQUARE DES BAIES                      |  616470 | 33529222UI | 33529    | !
 RAN | 33529 | SQUARE DES BAIES                      |  616470 | 33529222UI | 33937    | !
 BAN | 33529 | SQUARE DES EMBRUNS                    | 3766099 | 335292236P | 33529    | !
 RAN | 33529 | SQUARE DES EMBRUNS                    | 3766099 | 335292236P | 33937    | !
 BAN | 33529 | SQUARE DU ZENITH                      | 2670018 | 335292233T | 33529    | !
 RAN | 33529 | SQUARE DU ZENITH                      | 2670018 | 335292233T | 33937    | !
 BAN | 33534 | CHEMIN DE LA MOTHE                    |  614947 | 335342222C | 33534    | !
 RAN | 33534 | CHEMIN DE LA MOTHE                    | 4381873 | 33534222U3 | 33534    | !
 BAN | 33534 | RUE DU PONT DE ROSE                   | 2989048 | 335342223X | 33534    | !
 RAN | 33534 | RUE DU PONT DE ROSE                   |  614974 | 335342223G | 33534    | !
 BAN | 33536 | METAIRIES DE TABARTON                 | 4395355 | 33536222AN | 33536    | !
 RAN | 33536 | METAIRIES DE TABARTON                 |  615088 | 335362222N | 33536    | !
 BAN | 33545 | RUE DU CALVAIRE                       | 1913417 | 335452224H | 33545    | !
 RAN | 33545 | RUE DU CALVAIRE                       | 4336424 | 335452234R | 33545    | !
 BAN | 35068 | BERNUSSE                              |         |            | 35068    | !
 RAN | 35068 | BERNUSSE                              |  650120 | 3506822223 | 35043    | !
 BAN | 35068 | CAQUEREL                              |         |            | 35068    | !
 RAN | 35068 | CAQUEREL                              |  682082 | 35068222B3 | 35298    | !
 BAN | 35068 | CHANTELOUP                            |         |            | 35068    | !
 RAN | 35068 | CHANTELOUP                            |  650121 | 3506822224 | 35043    | !
 BAN | 35068 | FAYELLE                               |         |            | 35068    | !
 RAN | 35068 | FAYELLE                               |  682083 | 35068222B4 | 35298    | !
 BAN | 35068 | GUINARD                               |         |            | 35068    | !
 RAN | 35068 | GUINARD                               |  650124 | 3506822229 | 35043    | !
 BAN | 35068 | HOBE                                  |         |            | 35068    | !
 RAN | 35068 | HOBE                                  |  650125 | 350682222A | 35043    | !
 BAN | 35068 | LA BALUERE                            |         |            | 35068    | !
 RAN | 35068 | LA BALUERE                            |  650129 | 350682222E | 35043    | !
 BAN | 35068 | LA BARONNIERE                         |         |            | 35068    | !
 RAN | 35068 | LA BARONNIERE                         |  682084 | 35068222B6 | 35298    | !
 BAN | 35068 | LA BASSE VILLE                        |         |            | 35068    | !
 RAN | 35068 | LA BASSE VILLE                        |  650130 | 350682222G | 35043    | !
 BAN | 35068 | LA BEVINIERE                          |         |            | 35068    | !
 RAN | 35068 | LA BEVINIERE                          |  650131 | 350682222H | 35043    | !
 BAN | 35068 | LA CHARRIERE                          |         |            | 35068    | !
 RAN | 35068 | LA CHARRIERE                          |  650132 | 350682222I | 35043    | !
 BAN | 35068 | LA CHENELLIERE                        |         |            | 35068    | !
 RAN | 35068 | LA CHENELLIERE                        |  682085 | 35068222B7 | 35298    | !
 BAN | 35068 | LA COUR DES ROSES                     |         |            | 35068    | !
 RAN | 35068 | LA COUR DES ROSES                     |  650133 | 350682222L | 35043    | !
 BAN | 35068 | LA CROIX                              |         |            | 35068    | !
 RAN | 35068 | LA CROIX                              |  650134 | 350682222M | 35043    | !
 BAN | 35068 | LA FONTENELLE                         |         |            | 35068    | !
 RAN | 35068 | LA FONTENELLE                         |  682086 | 35068222B9 | 35298    | !
 BAN | 35068 | LA GAUDINAIS                          |         |            | 35068    | !
 RAN | 35068 | LA GAUDINAIS                          |  682087 | 35068222BA | 35298    | !
 BAN | 35068 | LA GRAFARDIERE                        |         |            | 35068    | !
 RAN | 35068 | LA GRAFARDIERE                        |  650136 | 350682222P | 35043    | !
 BAN | 35068 | LA GRANDE FONTENELLE                  |         |            | 35068    | !
 RAN | 35068 | LA GRANDE FONTENELLE                  |  682088 | 35068222BB | 35298    | !
 BAN | 35068 | LA HURAUDIERE                         |         |            | 35068    | !
 RAN | 35068 | LA HURAUDIERE                         |  650138 | 350682222S | 35043    | !
 BAN | 35068 | LA MARTINIERE                         |         |            | 35068    | !
 RAN | 35068 | LA MARTINIERE                         |  650140 | 350682222U | 35043    | !
 BAN | 35068 | L ANCIEN PRESBYTERE                   |         |            | 35068    | !
 RAN | 35068 | L ANCIEN PRESBYTERE                   |  650126 | 350682222B | 35043    | !
 BAN | 35068 | LA PETITE FONTENELLE                  |         |            | 35068    | !
 RAN | 35068 | LA PETITE FONTENELLE                  |  682090 | 35068222BC | 35298    | !
 BAN | 35068 | LA PETITE PIALIERE                    |         |            | 35068    | !
 RAN | 35068 | LA PETITE PIALIERE                    |  650143 | 350682222Y | 35043    | !
 BAN | 35068 | LA REBOURCERIE                        |         |            | 35068    | !
 RAN | 35068 | LA REBOURCERIE                        |  650169 | 350682223V | 35043    | !
 BAN | 35068 | LA ROUAUDIERE                         |         |            | 35068    | !
 RAN | 35068 | LA ROUAUDIERE                         |  650146 | 3506822233 | 35043    | !
 BAN | 35068 | LA ROZIERE                            |         |            | 35068    | !
 RAN | 35068 | LA ROZIERE                            |  650147 | 3506822234 | 35043    | !
 BAN | 35068 | LAUNAY                                |         |            | 35068    | !
 RAN | 35068 | LAUNAY                                |  650127 | 350682222C | 35043    | !
 BAN | 35068 | LA VILLE AUX POULAINS                 |         |            | 35068    | !
 RAN | 35068 | LA VILLE AUX POULAINS                 |  650148 | 3506822236 | 35043    | !
 BAN | 35068 | LE BAS LOGIS                          |         |            | 35068    | !
 RAN | 35068 | LE BAS LOGIS                          |  650149 | 3506822237 | 35043    | !
 BAN | 35068 | LE CHATAIGNIER                        |         |            | 35068    | !
 RAN | 35068 | LE CHATAIGNIER                        |  682092 | 35068222BG | 35298    | !
 BAN | 35068 | LE CHENE ROND                         |         |            | 35068    | !
 RAN | 35068 | LE CHENE ROND                         |  650151 | 350682223A | 35043    | !
 BAN | 35068 | LE GRAVIER                            |         |            | 35068    | !
 RAN | 35068 | LE GRAVIER                            |  650152 | 350682223B | 35043    | !
 BAN | 35068 | LE HOUX VERT                          |         |            | 35068    | !
 RAN | 35068 | LE HOUX VERT                          |  650153 | 350682223C | 35043    | !
 BAN | 35068 | LE PATIS DU BREIL                     |         |            | 35068    | !
 RAN | 35068 | LE PATIS DU BREIL                     |  682095 | 35068222BL | 35298    | !
 BAN | 35068 | LE PRE BLANC                          |         |            | 35068    | !
 RAN | 35068 | LE PRE BLANC                          |  650155 | 350682223G | 35043    | !
 BAN | 35068 | LES BASSES FEUGETTES                  |         |            | 35068    | !
 RAN | 35068 | LES BASSES FEUGETTES                  |  650157 | 350682223I | 35043    | !
 BAN | 35068 | LES BOURGEONS                         |         |            | 35068    | !
 RAN | 35068 | LES BOURGEONS                         |  650158 | 350682223L | 35043    | !
 BAN | 35068 | LES BRULAIS                           |         |            | 35068    | !
 RAN | 35068 | LES BRULAIS                           |  650159 | 350682223M | 35043    | !
 BAN | 35068 | LES COURS BESNIER                     |         |            | 35068    | !
 RAN | 35068 | LES COURS BESNIER                     |  650160 | 350682223N | 35043    | !
 BAN | 35068 | LES DEVALIERES                        |         |            | 35068    | !
 RAN | 35068 | LES DEVALIERES                        |  650123 | 3506822227 | 35043    | !
 BAN | 35068 | LES PORTES                            |         |            | 35068    | !
 RAN | 35068 | LES PORTES                            |  650144 | 350682222Z | 35043    | !
 BAN | 35068 | LES TONNELIERES                       |         |            | 35068    | !
 RAN | 35068 | LES TONNELIERES                       |  650163 | 350682223S | 35043    | !
 BAN | 35068 | LE VERGER                             |         |            | 35068    | !
 RAN | 35068 | LE VERGER                             |  650156 | 350682223H | 35043    | !
 BAN | 35176 | LE BOURG                              |         |            | 35176    | !
 RAN | 35176 | LE BOURG                              | 3353619 | 35129222BY | 35129    | !
 BAN | 35176 | LES MESNILS                           |         |            | 35176    | !
 RAN | 35176 | LES MESNILS                           | 4147324 | 35129223LY | 35129    | !
 BAN | 35176 | LE TERTRE                             |         |            | 35176    | !
 RAN | 35176 | LE TERTRE                             |  660320 | 351292227Y | 35129    | !
 BAN | 38152 | RUE DU 19 MARS 1962                   |         |            | 38152    | !
 RAN | 38152 | RUE DU 19 MARS 1962                   | 4313192 | 38152222XU | 38152    | !
 RAN | 38152 | RUE DU 19 MARS 1962                   |  726733 | 380242222P | 38024    | !
 BAN | 38439 | LE BOURG                              |         |            | 38439    | !
 RAN | 38439 | LE BOURG                              |  736154 | 3826222232 | 38262    | !
 BAN | 39367 | LE CLOS                               |         |            | 39367    | !
 RAN | 39367 | LE CLOS                               | 2728584 | 3952422227 | 39524    | !
 BAN | 39478 | CHAMP CLEMENT                         |         |            | 39478    | !
 RAN | 39478 | CHAMP CLEMENT                         |  754257 | 394782223C | 39450    | !
 BAN | 39478 | SUR LA COTE                           |         |            | 39478    | !
 RAN | 39478 | SUR LA COTE                           | 2741877 | 39478222BU | 39541    | !
 BAN | 41220 | LES GLAPIERES                         |         |            | 41220    | !
 RAN | 41220 | LES GLAPIERES                         |  798641 | 412202222X | 41162    | !
 BAN | 41220 | RUE DE CROUY                          |         |            | 41220    | !
 RAN | 41220 | RUE DE CROUY                          |  798647 | 4122022234 | 41162    | !
 BAN | 41220 | RUE DU PORT                           |         |            | 41220    | !
 RAN | 41220 | RUE DU PORT                           |  798658 | 412202223L | 41162    | !
 BAN | 41273 | LE PAVILLON VERT                      |         |            | 41273    | !
 RAN | 41273 | LE PAVILLON VERT                      |  794047 | 412732222I | 41076    | !
 BAN | 41273 | LES NOUES                             |         |            | 41273    | !
 RAN | 41273 | LES NOUES                             |  794049 | 412732222M | 41076    | !
 BAN | 42218 | LOTISSEMENT LE VAL ROSAY              |         |            | 42218    | !
 RAN | 42218 | LOTISSEMENT LE VAL ROSAY              | 4366988 | 4221823PTM | 42292    | !
 BAN | 42218 | RUE CLAUDE LACHAUD                    |         |            | 42218    | !
 RAN | 42218 | RUE CLAUDE LACHAUD                    | 4536965 | 4221823RR3 | 42292    | !
 BAN | 42218 | RUE DE LA PLAGE                       |         |            | 42218    | !
 RAN | 42218 | RUE DE LA PLAGE                       |  824583 | 4221822493 | 42292    | !
 BAN | 42218 | RUE DU BREAT                          |         |            | 42218    | !
 RAN | 42218 | RUE DU BREAT                          |  824569 | 422182247I | 42292    | !
 BAN | 42218 | RUE DU LAC                            |         |            | 42218    | !
 RAN | 42218 | RUE DU LAC                            |  824584 | 4221822494 | 42292    | !
 BAN | 42218 | RUE DU PORT                           |         |            | 42218    | !
 RAN | 42218 | RUE DU PORT                           |  824575 | 422182247S | 42292    | !
 BAN | 43245 | LA MOUTEYRE                           |         |            | 43245    | !
 RAN | 43245 | LA MOUTEYRE                           | 3344146 | 4308122229 | 43081    | !
 BAN | 44005 | LA CASSE                              |         |            | 44005    | !
 RAN | 44005 | LA CASSE                              |  842871 | 440402222S | 44040    | !
 BAN | 44005 | LA GRANGE                             |         |            | 44005    | !
 RAN | 44005 | LA GRANGE                             |  842877 | 440402222Z | 44040    | !
 BAN | 44005 | LE LOUP PENDU                         |         |            | 44005    | !
 RAN | 44005 | LE LOUP PENDU                         | 2728739 | 440402227A | 44040    | !
 BAN | 44005 | L EPINE                               |         |            | 44005    | !
 RAN | 44005 | L EPINE                               |  842864 | 440402222H | 44040    | !
 BAN | 44021 | BEL AIR                               |         |            | 44021    | !
 RAN | 44021 | BEL AIR                               |  874525 | 44021222AP | 44021    | !
 RAN | 44021 | BEL AIR                               |  846668 | 440592223U | 44059    | !
 BAN | 44021 | LA GRANDE ILE                         |         |            | 44021    | !
 RAN | 44021 | LA GRANDE ILE                         |  846635 | 440592222M | 44059    | !
 BAN | 44021 | LA MAISON NEUVE                       |         |            | 44021    | !
 RAN | 44021 | LA MAISON NEUVE                       |  846637 | 440592222P | 44059    | !
 BAN | 44021 | LA NOE                                |         |            | 44021    | !
 RAN | 44021 | LA NOE                                |  846641 | 440592222U | 44059    | !
 BAN | 44021 | LA SALLE                              |         |            | 44021    | !
 RAN | 44021 | LA SALLE                              |  846646 | 4405922232 | 44059    | !
 BAN | 44021 | LA TORTE                              |         |            | 44021    | !
 RAN | 44021 | LA TORTE                              |  846648 | 4405922234 | 44059    | !
 BAN | 44021 | LE BOIRAT                             |         |            | 44021    | !
 RAN | 44021 | LE BOIRAT                             |  846651 | 4405922239 | 44059    | !
 BAN | 44021 | LE GRAND MOULIN                       |         |            | 44021    | !
 RAN | 44021 | LE GRAND MOULIN                       |  846656 | 440592223E | 44059    | !
 BAN | 44021 | LE PETIT PRE                          |         |            | 44021    | !
 RAN | 44021 | LE PETIT PRE                          |  846658 | 440592223H | 44059    | !
 BAN | 44021 | LES VIGNAUDERIES                      |         |            | 44021    | !
 RAN | 44021 | LES VIGNAUDERIES                      |  846663 | 440592223N | 44059    | !
 BAN | 44021 | RUE DE LA NOE BRIORD                  |         |            | 44021    | !
 RAN | 44021 | RUE DE LA NOE BRIORD                  |  874544 | 44021222B7 | 44021    | !
 RAN | 44021 | RUE DE LA NOE BRIORD                  |  846680 | 4405922246 | 44059    | !
 BAN | 44021 | RUE DE L EGLISE                       |         |            | 44021    | !
 RAN | 44021 | RUE DE L EGLISE                       |  874534 | 44021224EC | 44021    | !
 RAN | 44021 | RUE DE L EGLISE                       |  846678 | 4405922243 | 44059    | !
 BAN | 44029 | FOURNEAU                              |         |            | 44029    | !
 RAN | 44029 | FOURNEAU                              |  838081 | 4400822223 | 44008    | !
 BAN | 44067 | LA BUTTE DE TREGUELY                  |         |            | 44067    | !
 RAN | 44067 | LA BUTTE DE TREGUELY                  | 4469779 | 44067227EN | 44914    | !
 BAN | 44067 | LA MARE DE TREFOUX                    |         |            | 44067    | !
 RAN | 44067 | LA MARE DE TREFOUX                    |  847536 | 440672224N | 44914    | !
 BAN | 44067 | LE CLOS PIERRE                        |         |            | 44067    | !
 RAN | 44067 | LE CLOS PIERRE                        |  874321 | 44067222HX | 44914    | !
 BAN | 44067 | LE GRAND CLOS                         |         |            | 44067    | !
 RAN | 44067 | LE GRAND CLOS                         |  873973 | 44067222GB | 44908    | !
 BAN | 44067 | LE GRAND DOMAINE                      |         |            | 44067    | !
 RAN | 44067 | LE GRAND DOMAINE                      |  873977 | 44067222GH | 44908    | !
 BAN | 44087 | LA CHARBONNIERE                       |         |            | 44087    | !
 RAN | 44087 | LA CHARBONNIERE                       |  866770 | 441812223R | 44181    | !
 BAN | 44087 | LA LANDE                              |         |            | 44087    | !
 RAN | 44087 | LA LANDE                              |  866732 | 4418122227 | 44181    | !
 BAN | 44087 | LA MUSSE                              |         |            | 44087    | !
 RAN | 44087 | LA MUSSE                              |  866775 | 441812223X | 44181    | !
 BAN | 44087 | LES BASSES HERMITIERES                |         |            | 44087    | !
 RAN | 44087 | LES BASSES HERMITIERES                |  866750 | 441812222X | 44181    | !
 BAN | 44128 | GUILLE                                |         |            | 44128    | !
 RAN | 44128 | GUILLE                                |  874053 | 44128222C6 | 44911    | !
 BAN | 44128 | LA BILLONNERIE                        |         |            | 44128    | !
 RAN | 44128 | LA BILLONNERIE                        |  874014 | 44128222AM | 44911    | !
 BAN | 44128 | LA BOULAIE                            |         |            | 44128    | !
 RAN | 44128 | LA BOULAIE                            |  874032 | 44128222BB | 44911    | !
 BAN | 44128 | LA JAUNAIS                            |         |            | 44128    | !
 RAN | 44128 | LA JAUNAIS                            |  874024 | 44128222AZ | 44911    | !
 BAN | 44128 | LA NOE                                |         |            | 44128    | !
 RAN | 44128 | LA NOE                                |  858876 | 441282223B | 44911    | !
 BAN | 44128 | LE CLOS                               |         |            | 44128    | !
 RAN | 44128 | LE CLOS                               |  874279 | 44128222GP | 44913    | !
 BAN | 44128 | LE PATIS                              |         |            | 44128    | !
 RAN | 44128 | LE PATIS                              |  874044 | 44128222BT | 44911    | !
 BAN | 44128 | LE PERRET                             |         |            | 44128    | !
 RAN | 44128 | LE PERRET                             |  874045 | 44128222BU | 44911    | !
 BAN | 44128 | LES BAUCHES                           |         |            | 44128    | !
 RAN | 44128 | LES BAUCHES                           |  874075 | 44128222CZ | 44911    | !
 BAN | 44163 | VILLENEUVE                            |         |            | 44163    | !
 RAN | 44163 | VILLENEUVE                            |  837571 | 440042223S | 44004    | !
 RAN | 44163 | VILLENEUVE                            |  864692 | 441632224U | 44163    | !
 BAN | 44213 | LA BRAUDERIE                          |         |            | 44213    | !
 RAN | 44213 | LA BRAUDERIE                          |  838531 | 440112222V | 44011    | !
 BAN | 44213 | LA CHENAIE                            |         |            | 44213    | !
 RAN | 44213 | LA CHENAIE                            |  838535 | 4401122232 | 44011    | !
 RAN | 44213 | LA CHENAIE                            |  872267 | 442132223N | 44213    | !
 BAN | 44213 | LA COLLE                              |         |            | 44213    | !
 RAN | 44213 | LA COLLE                              |  861849 | 441472222X | 44147    | !
 BAN | 44213 | LA FERRIERE                           |         |            | 44213    | !
 RAN | 44213 | LA FERRIERE                           |  841702 | 440342222H | 44034    | !
 BAN | 44213 | LA GAUDINIERE                         |         |            | 44213    | !
 RAN | 44213 | LA GAUDINIERE                         |  841705 | 440342222M | 44034    | !
 BAN | 44213 | LA MARE                               |         |            | 44213    | !
 RAN | 44213 | LA MARE                               |  838560 | 440112223Y | 44011    | !
 BAN | 44213 | LA NOUE                               |         |            | 44213    | !
 RAN | 44213 | LA NOUE                               |  872312 | 442132226B | 44213    | !
 RAN | 44213 | LA NOUE                               |  838568 | 4401122249 | 44011    | !
 BAN | 44213 | LA VERDIERE                           |         |            | 44213    | !
 RAN | 44213 | LA VERDIERE                           |  861886 | 441472224E | 44147    | !
 BAN | 44213 | LA VIGNE                              |         |            | 44213    | !
 RAN | 44213 | LA VIGNE                              | 4066203 | 44011222NH | 44011    | !
 BAN | 44213 | LE BOIS                               |         |            | 44213    | !
 RAN | 44213 | LE BOIS                               |  872341 | 442132227E | 44213    | !
 RAN | 44213 | LE BOIS                               |  861927 | 441472226Y | 44147    | !
 BAN | 44213 | LE CHATEAU                            |         |            | 44213    | !
 RAN | 44213 | LE CHATEAU                            |  861890 | 441472224L | 44147    | !
 BAN | 44213 | LE GRAND CLOS                         |         |            | 44213    | !
 RAN | 44213 | LE GRAND CLOS                         |  838600 | 440112226H | 44011    | !
 RAN | 44213 | LE GRAND CLOS                         |  861893 | 441472224P | 44147    | !
 BAN | 44213 | LE GROS CHENE                         |         |            | 44213    | !
 RAN | 44213 | LE GROS CHENE                         |  838603 | 440112226M | 44011    | !
 BAN | 44213 | LE HOUSSAIS                           |         |            | 44213    | !
 RAN | 44213 | LE HOUSSAIS                           |  838609 | 440112226U | 44011    | !
 BAN | 44213 | LE MORTIER                            |         |            | 44213    | !
 RAN | 44213 | LE MORTIER                            |  841737 | 440342223V | 44034    | !
 BAN | 44213 | LE PLESSIS                            |         |            | 44213    | !
 RAN | 44213 | LE PLESSIS                            |  861896 | 441472224T | 44147    | !
 RAN | 44213 | LE PLESSIS                            |  838618 | 4401122277 | 44011    | !
 BAN | 44213 | LES GENETS                            |         |            | 44213    | !
 RAN | 44213 | LES GENETS                            |  872379 | 442132229V | 44213    | !
 RAN | 44213 | LES GENETS                            |  861901 | 441472224Z | 44147    | !
 BAN | 44213 | LES LOGES                             |         |            | 44213    | !
 RAN | 44213 | LES LOGES                             |  838678 | 44011222AL | 44011    | !
 BAN | 44213 | LE TOULON                             |         |            | 44213    | !
 RAN | 44213 | LE TOULON                             |  838621 | 440112227B | 44011    | !
 BAN | 44213 | LE VERGER                             |         |            | 44213    | !
 RAN | 44213 | LE VERGER                             |  838622 | 440112227C | 44011    | !
 BAN | 44213 | SAINT JOSEPH                          |         |            | 44213    | !
 RAN | 44213 | SAINT JOSEPH                          | 4196414 | 44147222IE | 44147    | !
 BAN | 45155 | LES GATINES                           |         |            | 45155    | !
 RAN | 45155 | LES GATINES                           | 1909107 | 45155222I9 | 45007    | !
 BAN | 45191 | RUE D ETAMPES                         |         |            | 45191    | !
 RAN | 45191 | RUE D ETAMPES                         |  885193 | 4519222234 | 45192    | !
 BAN | 45348 | CHEMIN DE LA PROCESSION               |         |            | 45348    | !
 RAN | 45348 | CHEMIN DE LA PROCESSION               |  896055 | 453482223T | 45349    | !
 BAN | 45348 | RUE DES FORGES                        |         |            | 45348    | !
 RAN | 45348 | RUE DES FORGES                        |  896046 | 453482223H | 45349    | !
 BAN | 48105 | LA SOGNE                              |         |            | 48105    | !
 RAN | 48105 | LA SOGNE                              | 4266367 | 480622222C | 48062    | !
 BAN | 48162 | LOU DEVES                             |         |            | 48162    | !
 RAN | 48162 | LOU DEVES                             |  943046 | 481662222H | 48166    | !
 BAN | 49003 | LA LARGERIE                           |         |            | 49003    | !
